time,source,device_name,fragment_series,value,unit,ObjectId
2019-08-14T14:00:58.364Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,8.6,ug/m3,54
2019-07-15T06:01:09.405Z,793,MQTT Device 2E3818FDC337DE0D,PM10.v,3.98,ug/m3,55
2019-08-19T00:53:43.174Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,4.52,ug/m3,56
2019-07-10T18:29:21.973Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,57
2019-09-01T05:36:03.997Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,58
2019-08-20T19:25:22.112Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,8.71,ug/m3,59
2019-08-23T23:47:46.487Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,14.67,ug/m3,60
2019-07-31T18:58:13.392Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,11.71,ug/m3,61
2019-07-07T23:57:20.201Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,6.32,ug/m3,62
2019-08-01T14:39:54.347Z,11479,MQTT Device 502510FDC337DE59,PM10.v,8.38,ug/m3,63
2019-07-14T12:17:42.618Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,64
2019-08-23T22:24:36.934Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,25.17,ug/m3,65
2019-07-21T07:25:29.970Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,8.44,ug/m3,66
2019-08-04T03:20:58.844Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,20.02,ug/m3,67
2019-09-02T09:44:48.735Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,68
2019-09-03T23:42:33.772Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,7.19,ug/m3,69
2019-08-14T17:41:22.197Z,1244,MQTT Device 577218FDC337DE64,PM10.v,10.34,ug/m3,70
2019-07-10T03:12:13.189Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,11.75,ug/m3,71
2019-08-04T22:28:29.610Z,11479,MQTT Device 502510FDC337DE59,PM10.v,9,ug/m3,72
2019-07-31T12:46:13.651Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,13.46,ug/m3,73
2019-08-27T08:59:40.877Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,74
2019-07-18T06:26:02.086Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,8.34,ug/m3,75
2019-08-20T09:00:57.788Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,26.6,ug/m3,76
2019-08-10T06:39:57.251Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,8.64,ug/m3,77
2019-08-18T06:48:51.643Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,6.29,ug/m3,78
2019-07-31T21:27:01.107Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,79
2019-08-04T15:43:21.046Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,8.73,ug/m3,80
2019-07-07T00:22:14.031Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,81
2019-09-03T21:10:38.873Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,62.95,ug/m3,82
2019-07-20T05:14:52.028Z,1244,MQTT Device 577218FDC337DE64,PM10.v,17.06,ug/m3,83
2019-08-14T14:52:11.376Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,84
2019-08-09T22:03:02.274Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,11.71,ug/m3,85
2019-07-27T07:40:39.341Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,86
2019-07-26T16:17:12.485Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,6.34,ug/m3,87
2019-08-12T11:09:30.876Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,8.92,ug/m3,88
2019-07-10T05:51:00.896Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,89
2019-08-10T02:54:46.338Z,11479,MQTT Device 502510FDC337DE59,PM10.v,1.66,ug/m3,90
2019-07-31T15:32:37.545Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,91
2019-07-29T04:15:24.637Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,6.37,ug/m3,92
2019-07-23T06:08:51.179Z,1244,MQTT Device 577218FDC337DE64,PM10.v,2.93,ug/m3,93
2019-07-20T00:28:57.903Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,94
2019-08-28T04:06:09.792Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,95
2019-08-01T02:37:24.297Z,1244,MQTT Device 577218FDC337DE64,PM10.v,14.04,ug/m3,96
2019-08-07T02:17:23.968Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,8.13,ug/m3,97
2019-08-11T20:55:36.046Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,98
2019-09-03T17:28:06.871Z,1244,MQTT Device 577218FDC337DE64,PM10.v,9.63,ug/m3,99
2019-07-28T11:27:54.774Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,100
2019-08-16T18:30:14.692Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,17.3,ug/m3,101
2019-08-16T20:53:08.655Z,11479,MQTT Device 502510FDC337DE59,PM10.v,15.17,ug/m3,102
2019-08-13T18:56:59.240Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,103
2019-08-09T11:20:07.085Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,11.84,ug/m3,104
2019-08-31T06:28:19.628Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,6.5,ug/m3,105
2019-08-30T22:14:10.281Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,6.57,ug/m3,106
2019-08-21T13:46:32.662Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,7.44,ug/m3,107
2019-08-14T21:30:17.651Z,11479,MQTT Device 502510FDC337DE59,PM10.v,13.55,ug/m3,108
2019-09-01T09:26:06.785Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,7.35,ug/m3,109
2019-08-06T08:52:38.552Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,3.5,ug/m3,110
2019-07-10T23:56:01.371Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,6.78,ug/m3,111
2019-08-01T01:53:48.372Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,8.44,ug/m3,112
2019-08-16T05:53:46.619Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,113
2019-08-09T03:46:12.303Z,11479,MQTT Device 502510FDC337DE59,PM10.v,3.64,ug/m3,114
2019-07-09T20:18:02.405Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,115
2019-08-31T04:18:39.027Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,116
2019-08-19T02:39:43.992Z,1244,MQTT Device 577218FDC337DE64,PM10.v,8.07,ug/m3,117
2019-07-14T12:51:14.855Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,118
2019-07-31T11:53:24.828Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,119
2019-08-26T19:23:45.257Z,11479,MQTT Device 502510FDC337DE59,PM10.v,29.56,ug/m3,120
2019-07-29T11:00:21.243Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,6.78,ug/m3,121
2019-08-24T19:40:12.925Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,122
2019-07-18T07:33:45.538Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,8.14,ug/m3,123
2019-08-05T09:14:11.559Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,124
2019-09-03T21:03:32.366Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,41.09,ug/m3,125
2019-08-09T21:27:01.933Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,126
2019-08-27T12:01:20.533Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,9.97,ug/m3,127
2019-07-30T15:50:29.884Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,34.84,ug/m3,128
2019-07-19T00:09:29.203Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,25.07,ug/m3,129
2019-08-24T03:56:40.877Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,130
2019-07-19T20:55:45.998Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,34.07,ug/m3,131
2019-08-02T20:50:38.058Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,7,ug/m3,132
2019-08-06T22:32:35.063Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,9.96,ug/m3,133
2019-07-18T02:12:23.503Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,134
2019-07-30T05:43:36.835Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,3.39,ug/m3,135
2019-07-17T17:29:31.217Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,31.5,ug/m3,136
2019-09-02T19:51:50.545Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,137
2019-08-25T15:06:37.988Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,138
2019-08-28T01:32:40.123Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,4.8,ug/m3,139
2019-08-27T23:01:29.988Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,10.71,ug/m3,140
2019-07-19T14:50:20.186Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,8.61,ug/m3,141
2019-07-26T10:43:51.966Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,6,ug/m3,142
2019-07-23T15:23:35.532Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,12.5,ug/m3,143
2019-07-23T17:55:31.347Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,27.43,ug/m3,144
2019-07-22T22:56:48.379Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,145
2019-07-15T10:59:50.187Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,4.13,ug/m3,146
2019-07-26T00:14:20.379Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,147
2019-08-22T10:01:55.215Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,18.27,ug/m3,148
2019-08-28T08:38:28.598Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,3.73,ug/m3,149
2019-08-14T17:41:40.569Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,150
2019-07-23T00:37:32.854Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,151
2019-07-22T04:51:08.419Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,8.34,ug/m3,152
2019-08-24T14:36:41.194Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,153
2019-07-08T07:32:57.808Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,3.65,ug/m3,154
2019-08-06T09:12:11.970Z,11479,MQTT Device 502510FDC337DE59,PM10.v,4.67,ug/m3,155
2019-08-01T10:46:31.651Z,1244,MQTT Device 577218FDC337DE64,PM10.v,3.42,ug/m3,156
2019-07-09T12:01:50.005Z,11479,MQTT Device 502510FDC337DE59,PM10.v,3.56,ug/m3,157
2019-09-01T15:33:30.514Z,1244,MQTT Device 577218FDC337DE64,PM10.v,5.75,ug/m3,158
2019-08-14T22:44:20.025Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,11.01,ug/m3,159
2019-08-23T19:41:20.993Z,1244,MQTT Device 577218FDC337DE64,PM10.v,19.9,ug/m3,160
2019-07-24T17:56:18.205Z,1244,MQTT Device 577218FDC337DE64,PM10.v,12.47,ug/m3,161
2019-08-12T10:13:02.587Z,11479,MQTT Device 502510FDC337DE59,PM10.v,7.53,ug/m3,162
2019-08-07T14:15:13.278Z,1244,MQTT Device 577218FDC337DE64,PM10.v,10.53,ug/m3,163
2019-08-25T14:27:44.239Z,1244,MQTT Device 577218FDC337DE64,PM10.v,23.48,ug/m3,164
2019-09-04T00:47:07.663Z,1244,MQTT Device 577218FDC337DE64,PM10.v,11.63,ug/m3,165
2019-08-25T09:09:12.183Z,11479,MQTT Device 502510FDC337DE59,PM10.v,9.26,ug/m3,166
2019-08-19T11:50:29.882Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,3.75,ug/m3,167
2019-07-20T01:16:09.315Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,22.25,ug/m3,168
2019-07-25T08:05:53.305Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,4.4,ug/m3,169
2019-08-10T05:10:03.698Z,11479,MQTT Device 502510FDC337DE59,PM10.v,2.98,ug/m3,170
2019-09-01T18:42:07.824Z,11479,MQTT Device 502510FDC337DE59,PM10.v,20.82,ug/m3,171
2019-07-18T21:40:34.213Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,46.53,ug/m3,172
2019-08-06T14:34:26.587Z,11479,MQTT Device 502510FDC337DE59,PM10.v,12.01,ug/m3,173
2019-07-28T06:08:03.431Z,1244,MQTT Device 577218FDC337DE64,PM10.v,8.78,ug/m3,174
2019-07-20T15:48:15.231Z,11479,MQTT Device 502510FDC337DE59,PM10.v,18.9,ug/m3,175
2019-07-27T02:08:58.272Z,1244,MQTT Device 577218FDC337DE64,PM10.v,7.53,ug/m3,176
2019-08-13T07:30:19.074Z,1244,MQTT Device 577218FDC337DE64,PM10.v,4.59,ug/m3,177
2019-08-19T16:04:19.617Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,5.15,ug/m3,178
2019-07-21T15:55:39.574Z,11479,MQTT Device 502510FDC337DE59,PM10.v,24.43,ug/m3,179
2019-08-14T00:10:34.336Z,1244,MQTT Device 577218FDC337DE64,PM10.v,6.08,ug/m3,180
2019-08-18T10:11:25.392Z,11479,MQTT Device 502510FDC337DE59,PM10.v,4.04,ug/m3,181
2019-07-14T11:03:32.196Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,7.06,ug/m3,182
2019-08-24T12:28:00.372Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,14.34,ug/m3,183
2019-07-24T05:53:18.967Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,26.26,ug/m3,184
2019-09-01T18:22:05.736Z,1244,MQTT Device 577218FDC337DE64,PM10.v,9.07,ug/m3,185
2019-08-26T18:03:34.434Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,8.69,ug/m3,186
2019-08-08T18:59:31.452Z,11479,MQTT Device 502510FDC337DE59,PM10.v,15.11,ug/m3,187
2019-07-21T19:12:00.413Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,18.12,ug/m3,188
2019-08-30T19:00:28.483Z,1244,MQTT Device 577218FDC337DE64,PM10.v,11.69,ug/m3,189
2019-07-21T20:49:52.733Z,1244,MQTT Device 577218FDC337DE64,PM10.v,17.87,ug/m3,190
2019-07-14T06:16:39.159Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,26.6,ug/m3,191
2019-08-05T16:50:45.948Z,11479,MQTT Device 502510FDC337DE59,PM10.v,15.69,ug/m3,192
2019-08-29T07:32:33.117Z,1244,MQTT Device 577218FDC337DE64,PM10.v,3.68,ug/m3,193
2019-07-09T05:37:25.890Z,1244,MQTT Device 577218FDC337DE64,PM10.v,4.3,ug/m3,194
2019-08-04T17:03:16.029Z,11479,MQTT Device 502510FDC337DE59,PM10.v,9.93,ug/m3,195
2019-09-02T20:02:57.845Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,11.73,ug/m3,196
2019-08-03T21:37:16.413Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,197
2019-08-27T21:23:24.096Z,11479,MQTT Device 502510FDC337DE59,PM10.v,24.45,ug/m3,198
2019-08-14T03:57:38.406Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,10.03,ug/m3,199
2019-07-20T10:26:30.821Z,11479,MQTT Device 502510FDC337DE59,PM10.v,10.75,ug/m3,200
2019-07-09T01:50:19.121Z,11479,MQTT Device 502510FDC337DE59,PM10.v,4,ug/m3,201
2019-08-07T15:05:42.275Z,1244,MQTT Device 577218FDC337DE64,PM10.v,8.52,ug/m3,202
2019-09-04T05:00:41.451Z,1244,MQTT Device 577218FDC337DE64,PM10.v,11.52,ug/m3,203
2019-08-06T06:39:29.866Z,1244,MQTT Device 577218FDC337DE64,PM10.v,4.55,ug/m3,204
2019-08-13T21:55:20.939Z,1244,MQTT Device 577218FDC337DE64,PM10.v,3.65,ug/m3,205
2019-08-12T07:57:55.029Z,11479,MQTT Device 502510FDC337DE59,PM10.v,3.25,ug/m3,206
2019-07-25T09:26:30.122Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,7.81,ug/m3,207
2019-07-11T17:56:49.561Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,17.38,ug/m3,208
2019-08-04T13:11:31.074Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,20.98,ug/m3,209
2019-08-06T21:22:31.411Z,11479,MQTT Device 502510FDC337DE59,PM10.v,13.09,ug/m3,210
2019-08-31T17:39:51.891Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,11.06,ug/m3,211
2019-07-15T03:10:46.778Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,212
2019-08-30T16:59:22.589Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,4.48,ug/m3,213
2019-07-13T18:08:12.735Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,2.13,ug/m3,214
2019-08-26T22:15:15.131Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,28.72,ug/m3,215
2019-08-12T15:53:14.209Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,5.44,ug/m3,216
2019-08-13T04:04:40.076Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,217
2019-07-17T16:01:50.213Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,17.1,ug/m3,218
2019-07-11T06:42:20.831Z,1244,MQTT Device 577218FDC337DE64,PM10.v,4.4,ug/m3,219
2019-08-20T03:39:21.969Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,11.5,ug/m3,220
2019-07-18T10:52:53.984Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,12.93,ug/m3,221
2019-07-16T04:00:22.161Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,6.75,ug/m3,222
2019-07-24T07:14:27.134Z,11479,MQTT Device 502510FDC337DE59,PM10.v,26.59,ug/m3,223
2019-08-03T00:56:52.952Z,1244,MQTT Device 577218FDC337DE64,PM10.v,3.25,ug/m3,224
2019-07-10T06:26:05.027Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,4.71,ug/m3,225
2019-09-01T04:55:22.766Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,9.92,ug/m3,226
2019-07-14T04:21:35.315Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,5.87,ug/m3,227
2019-07-08T05:10:22.711Z,11479,MQTT Device 502510FDC337DE59,PM10.v,8.22,ug/m3,228
2019-08-27T20:33:42.691Z,1244,MQTT Device 577218FDC337DE64,PM10.v,41.84,ug/m3,229
2019-09-03T13:02:13.420Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,230
2019-07-15T04:17:55.195Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,231
2019-08-15T15:40:46.152Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,28.87,ug/m3,232
2019-07-09T17:19:13.264Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,13.61,ug/m3,233
2019-07-21T21:44:19.726Z,13955,MQTT Device 548018FDC337DE6F,PM10.v,21.14,ug/m3,234
2019-07-16T11:13:12.704Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,34.48,ug/m3,235
2019-08-19T16:57:57.571Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,6.9,ug/m3,236
2019-07-22T06:47:55.436Z,12429,MQTT Device 2A6F18FDC337DE4F,PM10.v,5.65,ug/m3,237
2019-08-20T05:11:08.164Z,1244,MQTT Device 577218FDC337DE64,PM10.v,10.13,ug/m3,238
2019-08-30T17:23:37.996Z,896,MQTT Device 132218FDC337DEBC,PM10.v,0,ug/m3,239
2019-07-19T18:01:19.348Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,240
2019-07-07T22:40:33.193Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,13.42,ug/m3,241
2019-07-31T02:39:46.186Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,24.2,ug/m3,242
2019-08-16T00:07:51.441Z,1244,MQTT Device 577218FDC337DE64,PM10.v,14.26,ug/m3,243
2019-08-28T16:47:04.676Z,1076,MQTT Device 5B3A18FDC337DEC2,PM10.v,10.56,ug/m3,244
2019-08-05T21:02:06.381Z,11889,MQTT Device 5B5218FDC337DEC0,PM10.v,0,ug/m3,245
2019-08-31T09:47:52.390Z,12110,MQTT Device 3B6E10FDC337DE73,PM10.v,5.51,ug/m3,246
