time,source,device_name,fragment_series,value,unit,ObjectId
2019-08-07T02:14:27.603Z,13955,MQTT Device 548018FDC337DE6F,O3.v,0,ppm,8112
2019-08-11T12:11:13.252Z,13955,MQTT Device 548018FDC337DE6F,O3.v,0.038,ppm,8113
2019-07-19T07:47:48.229Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8114
2019-07-09T12:51:26.596Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8115
2019-08-13T04:55:07.814Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8116
2019-08-21T03:03:37.055Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8117
2019-08-05T09:50:34.703Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8118
2019-08-02T19:48:28.643Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8119
2019-08-15T06:07:19.801Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8120
2019-08-24T04:28:02.504Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8121
2019-07-31T22:37:02.000Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8122
2019-08-10T12:58:06.907Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.001,ppm,8123
2019-07-21T11:10:39.628Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8124
2019-08-19T15:24:03.544Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8125
2019-09-01T15:36:52.386Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8126
2019-07-21T02:00:51.704Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8127
2019-08-04T06:43:06.896Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.025,ppm,8128
2019-08-30T04:47:24.339Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.023,ppm,8129
2019-07-28T18:26:17.917Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8130
2019-08-05T09:43:43.529Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8131
2019-08-29T12:48:10.357Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8132
2019-07-28T08:53:59.565Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8133
2019-08-10T11:50:14.119Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8134
2019-07-27T07:57:37.376Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8135
2019-07-24T16:30:49.032Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0.006,ppm,8136
2019-08-18T08:28:07.911Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8137
2019-07-11T06:54:47.405Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8138
2019-07-17T16:21:50.579Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8139
2019-07-14T00:27:24.806Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8140
2019-07-17T20:30:11.778Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.04,ppm,8141
2019-07-28T14:34:51.979Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.015,ppm,8142
2019-07-07T19:18:21.085Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8143
2019-07-11T04:27:38.531Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8144
2019-08-27T13:12:36.764Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8145
2019-07-10T22:29:33.186Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.029,ppm,8146
2019-08-14T18:19:16.582Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8147
2019-08-01T07:49:56.083Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8148
2019-08-26T05:26:34.653Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8149
2019-07-07T22:57:22.067Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8150
2019-08-05T07:01:54.279Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8151
2019-07-19T13:37:40.388Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8152
2019-08-22T12:36:10.616Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0.01,ppm,8153
2019-07-29T03:43:24.283Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8154
2019-07-22T06:56:25.790Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8155
2019-07-17T05:27:47.561Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8156
2019-08-11T20:50:04.296Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.002,ppm,8157
2019-08-24T15:46:26.178Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.023,ppm,8158
2019-07-31T21:33:43.227Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8159
2019-08-11T10:05:38.395Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.046,ppm,8160
2019-08-12T01:46:51.002Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8161
2019-07-19T07:15:41.057Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8162
2019-08-14T20:23:37.089Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.026,ppm,8163
2019-08-18T09:12:33.447Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8164
2019-08-15T20:29:37.428Z,1076,MQTT Device 5B3A18FDC337DEC2,O3.v,0,ppm,8165
2019-08-27T00:20:04.796Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8166
2019-07-25T06:32:21.199Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.056,ppm,8167
2019-07-13T12:53:18.315Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.052,ppm,8168
2019-07-07T09:07:22.635Z,1076,MQTT Device 5B3A18FDC337DEC2,O3.v,0,ppm,8169
2019-08-13T03:48:18.195Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8170
2019-07-14T03:21:59.567Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8171
2019-07-07T01:33:00.400Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.013,ppm,8172
2019-07-11T14:48:47.976Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.015,ppm,8173
2019-08-21T22:55:30.828Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8174
2019-08-16T05:49:50.160Z,1076,MQTT Device 5B3A18FDC337DEC2,O3.v,0,ppm,8175
2019-08-20T18:14:46.012Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.015,ppm,8176
2019-08-22T09:53:02.956Z,1076,MQTT Device 5B3A18FDC337DEC2,O3.v,0,ppm,8177
2019-08-15T05:10:11.800Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.051,ppm,8178
2019-07-27T07:59:07.089Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.045,ppm,8179
2019-08-16T11:04:46.924Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8180
2019-09-03T03:36:02.538Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.011,ppm,8181
2019-08-24T20:00:33.124Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.033,ppm,8182
2019-07-09T15:31:13.268Z,1076,MQTT Device 5B3A18FDC337DEC2,O3.v,0,ppm,8183
2019-07-12T20:10:08.829Z,793,MQTT Device 2E3818FDC337DE0D,O3.v,0.044,ppm,8184
2019-08-02T01:08:22.346Z,793,MQTT Device 2E3818FDC337DE0D,O3.v,0.072,ppm,8185
2019-08-20T11:42:53.450Z,793,MQTT Device 2E3818FDC337DE0D,O3.v,0.082,ppm,8186
2019-07-30T23:25:11.004Z,793,MQTT Device 2E3818FDC337DE0D,O3.v,0.048,ppm,8187
2019-08-06T18:30:11.857Z,793,MQTT Device 2E3818FDC337DE0D,O3.v,0.036,ppm,8188
2019-08-12T05:19:59.558Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8189
2019-07-23T05:33:58.139Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0.005,ppm,8190
2019-07-24T21:00:32.351Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0.013,ppm,8191
2019-07-14T12:31:54.902Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.016,ppm,8192
2019-08-25T22:46:58.144Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8193
2019-07-14T06:19:45.391Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8194
2019-08-13T12:45:24.206Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.021,ppm,8195
2019-08-22T22:48:02.554Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8196
2019-08-07T21:25:04.197Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8197
2019-07-10T06:14:51.880Z,13955,MQTT Device 548018FDC337DE6F,O3.v,0,ppm,8198
2019-08-15T12:55:52.501Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8199
2019-08-22T10:29:56.988Z,1244,MQTT Device 577218FDC337DE64,O3.v,0,ppm,8200
2019-07-09T06:22:38.547Z,11479,MQTT Device 502510FDC337DE59,O3.v,0.004,ppm,8201
2019-08-27T05:16:44.271Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8202
